## Lee~Giaver, 2005 (PMID 16121259)
## Homozygous deletion collection, growth (relative abundance in pooled culture)
ORF	cisplatin [500 uM], time [5 generations]	cisplatin [500 uM], time [overnight + 20 generations]	carboplatin [15 mM], time [5 generations]	oxaliplatin [4 mM], time [5 generations]	psoralen [0.5 uM], time [5 generations], radiation [unknown]	angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown])	mechlorethamine [62.5 uM], time [overnight + 5 generations]	mechlorethamine [62.5 uM], time [overnight + 20 generations]	mitomycin C [1 mM], time [5 generations]	streptozocin [2 mM], time [5 generations]	streptozocin [2 mM], time [overnight + 20 generations]	methyl methanesulfonate [0.002%], time [5 generations]	camptothecin [30 ug/ml], time [5 generations]	camptothecin [30 ug/ml], time [overnight + 20 generations]	2-dimethylaminoethyl chloride [240 mM], time [5 generations]	4-nitroquinoline N-oxide [0.0313 uM], time [5 generations]
YJL144W	0.570	-0.005	0.499	0.405	0.337	0.267	-0.245	-0.185	0.199	0.177	-0.264	0.230	0.349	0.109	0.341	-0.051
YJL145W	-0.281	0.754	-0.279	-0.255	-0.441	-0.334	0.577	0.475	-0.471	-0.250	0.037	-0.430	-0.375	-0.087	-0.011	-0.597
YJL146W	-0.068	0.262	-0.084	0.249	-0.203	-0.302	0.354	0.225	0.070	-0.008	0.064	-0.322	0.055	0.178	-0.080	0.110
YJL147C	-0.084	0.361	0.162	0.102	0.150	-0.119	0.296	0.137	-0.054	-0.058	0.065	0.026	-0.127	0.178	0.273	-0.087
YJL148W	0.718	-0.057	0.520	1.059	-0.115	-0.262	0.691	-0.109	1.242	0.100	-0.251	-0.064	0.420	0.190	0.092	-0.030
YJL149W	1.146	-0.032	0.838	0.928	0.476	0.288	0.199	0.029	0.477	0.003	-0.090	0.882	1.184	-0.043	0.123	0.852
YJL150W	-0.600	-0.244	-0.249	-0.333	-0.604	-0.681	0.086	-0.018	-0.272	-0.295	0.027	-0.708	-0.283	-0.256	-0.720	-0.740
YJL151C	-0.049	0.143	-0.166	-0.172	0.084	0.262	0.076	0.085	-0.292	-0.151	0.312	-0.333	-0.194	0.187	0.083	0.153
YJL152W	-0.222	0.467	-0.293	0.094	-0.344	-0.218	0.122	0.137	-0.115	-0.190	0.258	-0.041	-0.155	0.220	-0.507	0.145
YJL153C	-0.162	0.165	-0.094	-0.273	-0.146	0.005	-0.137	0.408	-0.202	-0.203	0.060	-0.156	-0.194	0.221	0.070	-1.080
YJL154C	-0.165	0.222	-0.337	-0.492	0.161	-0.278	0.336	0.087	0.588	-0.079	-0.034	0.043	0.235	-0.769	0.130	-0.495
YJL155C	-0.340	-0.589	-0.153	-0.540	-0.240	-0.442	-1.081	-1.176	-1.372	-0.512	-1.478	-0.590	-0.328	-0.523	-0.304	-0.902
YJL157C	-0.199	0.198	-0.255	-0.137	-0.069	-0.115	-0.074	0.406	-0.732	-0.056	0.156	-0.281	-0.111	-0.074	-0.166	-0.175
YJL158C	-0.087	0.362	-0.113	-0.174	0.009	-0.017	-0.165	-0.431	-0.704	-0.016	0.246	-0.117	0.104	0.208	-0.240	0.224
YJL159W	-0.352	-0.002	-0.268	-0.629	-0.064	-0.003	-0.185	-1.073	-0.654	-0.357	-0.239	-0.457	-0.302	-0.310	0.307	-0.145
YJL160C	-0.077	0.318	-0.153	0.089	-0.419	-0.252	0.644	0.235	-0.162	-0.400	-0.324	0.050	0.103	-0.402	-0.117	-0.006
YJL161W	-0.061	0.316	-0.151	-0.274	-0.015	0.177	0.000	-0.287	-0.573	-0.203	0.180	-0.152	-0.104	-0.064	-0.232	0.162
YJL162C	0.113	0.230	0.277	-0.155	0.436	-0.023	0.145	-0.059	-0.396	-0.269	0.185	0.078	0.235	0.199	-0.274	0.074
YJL163C	-0.095	0.211	-0.771	-0.234	-1.012	-0.517	0.063	-0.134	-1.019	-0.834	-0.139	-0.507	-0.367	-0.012	-0.637	-0.603
YJL164C	-0.378	-0.606	-0.446	-0.594	-0.238	0.038	-0.239	0.333	-0.708	-0.127	0.182	-0.165	-0.155	0.008	0.113	-0.184
YJL165C	-1.429	-3.480	-0.434	-1.193	-0.177	-0.243	0.042	-0.369	-0.156	-0.301	0.081	-0.267	-0.134	-0.361	-1.197	-0.105
YJL166W	0.036	-1.512	0.083	0.182	0.016	0.074	0.014	-0.288	0.465	0.066	-0.028	0.015	-0.152	-0.319	-0.188	-0.023
YJL168C	-0.691	-1.067	-0.468	-1.211	-0.522	-0.421	-0.867	-0.944	-0.232	-0.503	-1.161	-0.491	-0.738	-0.891	0.135	-0.222
YJL169W	-0.918	-1.339	-0.617	-1.414	-0.411	-0.355	-0.973	-1.369	-0.379	-0.624	-1.301	-0.695	-0.528	-1.996	-0.076	-0.520
YJL170C	0.457	0.280	-0.010	-0.123	0.107	0.145	0.037	-0.237	0.019	0.078	0.215	0.105	0.100	0.173	-0.012	0.211
YJL171C	-0.317	0.573	-0.217	-0.236	-0.115	0.150	-0.258	0.405	-0.340	0.069	0.069	-0.210	-0.219	0.213	0.407	0.104
YJL172W	0.246	0.117	0.192	0.063	0.507	0.071	-0.107	-0.317	-0.148	0.393	-0.237	0.143	0.353	0.166	0.372	-0.851
YJL175W	0.082	-0.000	-0.022	0.171	0.114	-0.264	-0.249	-0.000	-0.057	0.012	-0.279	0.593	0.592	0.039	-0.104	-0.438
YJL176C	-0.101	-0.000	-0.120	-0.049	-1.067	-0.505	-0.406	-0.000	0.354	-1.108	0.200	0.651	-0.315	0.233	-0.113	0.396
YJL177W	1.037	0.338	0.944	1.491	0.217	0.395	0.408	-0.328	1.435	0.163	0.056	0.998	0.599	0.243	0.635	0.272
YJL178C	-0.147	0.478	-0.066	-0.244	-0.212	-0.376	0.182	0.130	-0.355	-0.040	-0.004	-0.536	-0.033	0.343	0.090	0.050
YJL179W	-0.048	-0.411	-0.020	0.113	0.641	0.459	0.124	-0.822	0.219	0.261	0.157	0.213	0.380	-0.110	-0.179	0.398
YJL180C	-0.401	-0.000	-0.307	-0.081	-0.503	-0.512	-0.477	-0.000	-0.375	0.061	-0.000	-0.201	-0.162	-0.000	-0.578	-0.553
YJL181W	-0.476	0.359	-0.056	-0.031	-0.212	-0.141	0.342	0.022	-0.457	0.101	0.180	-0.181	-0.062	0.197	-0.143	0.192
YJL182C	-0.167	-0.836	0.245	0.179	0.391	0.608	-0.051	-0.121	-0.042	-0.538	-0.583	0.465	0.153	-0.259	0.539	0.286
YJL183W	-0.132	-0.000	0.101	-0.288	-0.897	-0.471	0.078	-0.000	0.384	0.228	-0.000	0.861	0.453	-0.000	-0.754	0.474
YJL184W	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000
YJL185C	0.048	-0.872	0.405	-0.126	0.026	-0.102	-0.682	-0.277	-0.311	-0.308	-0.026	0.137	0.094	0.154	0.042	0.160
YJL186W	-0.687	-1.366	-0.656	-1.145	-0.230	-0.625	-0.361	-0.278	-0.767	-0.230	0.502	-0.334	-0.480	0.107	-0.403	-0.145
YJL187C	-0.206	0.411	-0.008	-0.069	0.094	-0.470	-0.029	0.066	-0.445	-0.085	0.562	0.075	0.055	0.070	0.056	-0.351
YJL188C	1.097	-0.000	0.717	1.453	-0.012	-0.081	0.680	-0.000	2.197	0.475	-0.000	0.974	0.316	-0.000	0.231	0.475
YJL189W	1.204	-0.000	0.594	1.625	-0.091	0.319	0.910	-0.000	2.224	0.448	-0.000	0.820	0.520	-0.000	0.191	0.482
YJL190C	-0.024	0.027	-0.448	0.206	-0.142	-0.076	-0.419	-0.194	-0.293	-0.345	-0.159	0.550	-0.142	0.101	-0.176	-0.096
YJL191W	0.473	-0.427	0.688	0.579	0.280	0.282	0.443	-0.342	0.647	0.210	0.153	0.472	0.489	-0.127	0.337	0.470
YJL192C	-1.050	-1.619	-0.793	-0.927	-0.221	-0.685	-0.091	-0.356	-0.665	-0.323	-0.460	-0.039	-0.091	-0.879	0.036	0.218
YJL193W	-0.141	-0.867	-0.342	-0.302	-0.508	-0.492	-1.351	-1.428	-1.540	-0.629	-1.350	-1.005	-0.194	-0.363	-0.265	-1.138
YJL196C	0.066	-0.101	-0.095	0.014	-0.811	-0.258	0.211	-0.282	-0.150	-0.537	0.260	-0.171	0.018	0.114	-0.277	0.137
YJL197W	-0.486	-0.048	-0.100	-0.176	-0.449	-0.217	-0.547	-0.398	0.128	-0.381	-0.018	-0.329	-0.280	0.557	0.091	0.037
YJL198W	0.076	0.115	-0.129	0.313	-0.286	-0.069	-0.034	-0.146	-0.059	0.139	-0.300	0.225	0.230	0.367	-0.220	-0.156
YJL199C	-0.199	0.058	0.190	-0.087	-0.201	-0.294	-0.257	-0.033	-0.228	-0.107	0.121	-0.258	-0.160	0.009	-0.019	0.106
YJL200C	0.230	-0.089	0.137	0.074	0.240	0.142	-0.064	0.103	-0.036	0.034	0.030	0.129	0.057	-0.312	0.357	0.040
YJL201W	-0.211	-0.453	-0.202	-0.157	-0.090	-0.221	-0.099	0.202	-0.685	-0.194	-0.824	-0.203	-0.080	0.050	-0.393	-0.200
YJL204C	-1.268	-1.379	-0.630	-1.119	-0.400	-0.783	-0.259	-0.929	-1.013	-0.374	-0.959	-2.031	-0.099	-0.482	-0.994	-0.801
YJL206C-A	-0.319	0.111	-0.213	-0.300	0.087	-0.160	-0.324	-0.022	-0.287	-0.376	0.130	0.197	-0.115	-0.018	-0.182	0.108
YJL206C	0.160	0.273	-0.194	0.047	0.097	-0.155	-0.059	-0.325	-0.477	-0.081	-0.154	-0.074	0.022	-0.327	-0.030	-0.079
YJL207C	0.012	0.353	-0.037	0.004	-0.043	-0.078	-0.116	0.080	-0.068	-0.096	-0.038	0.053	-0.118	0.039	0.236	0.226
YJL208C	0.184	0.256	0.060	0.246	-0.089	0.003	-0.085	0.047	-0.143	0.010	0.287	0.288	0.443	0.227	-0.402	0.247
YJL209W	0.047	-0.833	0.129	0.291	-0.015	0.055	-0.266	-0.375	0.244	0.396	0.264	0.198	0.149	0.096	0.119	0.162
YJL210W	0.095	0.026	0.399	-0.236	-0.254	0.184	-0.382	-0.131	0.354	-0.226	-0.058	0.248	0.325	-0.157	0.071	-0.024
YJL211C	-0.435	0.128	-0.359	-0.792	0.209	0.157	0.032	-0.055	-0.252	-0.019	-0.221	-0.487	-0.451	-1.050	-0.286	0.518
YJL212C	0.143	-0.109	0.280	-0.089	-0.230	0.197	-0.488	-0.158	0.153	-0.125	-0.092	0.233	0.453	-0.000	0.083	0.054
YJL213W	-0.023	0.549	-0.097	-0.042	0.022	0.475	-0.015	0.207	0.129	-0.025	0.273	-0.467	0.121	0.073	0.292	0.420
YJL214W	0.128	0.352	-0.238	-0.221	-0.455	-0.378	-0.301	0.391	-0.083	-0.856	-0.395	-0.422	-0.057	0.083	-0.229	-0.210
YJL215C	-0.339	0.054	-0.186	-0.316	0.237	0.020	-0.540	0.056	-0.810	-0.374	0.128	-0.680	-0.120	-0.221	-0.047	0.020
YJL216C	-0.194	0.096	0.041	-0.082	0.198	-0.075	0.037	0.260	-0.332	0.239	0.340	0.058	-0.063	0.413	0.396	0.207
YJL217W	-0.364	-0.159	-0.186	-0.239	-0.212	-0.090	-0.456	-0.279	-0.685	-0.962	-0.552	-0.137	0.246	0.618	0.096	-0.007
YJL218W	-0.151	-0.074	0.051	-0.016	-0.259	-0.218	0.153	-0.011	-0.099	-0.457	0.093	0.025	-0.231	0.116	-0.196	-0.309
YJR001W	0.085	0.320	0.062	0.021	0.188	-0.032	-0.021	0.060	-0.338	0.123	-0.157	-0.180	-0.087	0.020	0.402	-0.047
YJR003C	0.004	-0.504	0.117	-0.349	0.244	-0.332	-0.051	-0.003	-0.169	0.136	0.145	0.176	0.178	-0.051	-0.036	-0.174
YJR004C	-0.074	0.489	-0.105	0.211	0.012	-0.185	-0.164	0.283	0.004	0.036	0.075	-0.054	-0.192	0.123	0.457	0.256
YJR005W	0.049	0.163	-0.400	-0.184	-0.367	-0.339	0.041	0.334	-0.349	-0.337	-0.034	-0.155	-0.007	0.117	-0.123	-0.246
YJR008W	-0.114	0.267	-0.061	-0.023	-0.046	0.280	-0.045	0.213	-0.112	-0.179	0.005	-0.404	-0.244	-0.005	0.152	-0.862
YJR009C	-0.033	0.431	0.045	0.084	0.133	0.038	-0.138	0.684	-0.158	0.280	0.057	-0.246	-0.014	0.108	0.705	0.047
YJR010C-A	-0.000	-0.004	-0.000	-0.000	-0.000	-0.000	-0.000	0.241	-0.000	-0.000	-0.636	-0.000	-0.000	0.116	-0.000	-0.000
YJR010W	-0.373	0.413	-0.304	-0.219	-0.211	-0.390	-0.185	0.626	-0.409	-0.024	0.190	-0.376	-0.541	0.094	0.246	-0.248
YJR011C	-0.303	0.204	-0.283	-0.227	-0.372	-0.376	-0.380	0.649	-0.697	-0.166	-0.198	-0.528	-0.246	0.025	-0.005	-0.067
YJR014W	0.297	0.522	0.003	0.487	-0.132	0.166	0.311	-0.154	0.496	0.328	0.153	-0.052	-0.077	0.267	0.682	0.184
YJR015W	-0.365	0.361	-0.331	-0.122	-0.593	-0.318	-0.178	0.436	-0.451	-0.198	0.113	-0.574	-0.389	0.246	0.139	-0.166
YJR018W	0.822	-0.443	0.570	0.935	-0.751	-0.474	-0.487	-0.781	1.034	-2.057	-0.000	0.235	0.610	-0.000	0.560	-1.305
YJR019C	-0.224	0.373	-0.271	-0.133	0.146	0.184	-0.068	0.211	-0.320	0.009	-0.105	-0.502	-0.386	-0.058	0.188	-0.883
YJR020W	-0.164	0.497	-0.075	-0.081	0.114	-0.096	-0.109	0.252	-0.363	-0.109	0.158	-0.438	-0.185	-0.136	0.021	-0.248
YJR021C	-0.287	-0.014	-0.204	0.100	-0.125	-0.478	-0.144	0.278	-0.588	-0.418	0.080	-0.323	-0.143	0.107	-0.420	-0.053
YJR024C	-0.033	-0.044	0.092	0.000	0.064	-0.443	-0.594	0.185	-0.310	0.115	0.002	0.034	-0.128	0.125	0.074	0.090
YJR025C	-0.069	0.213	-0.218	-0.134	-0.164	-0.126	-0.223	0.277	-0.548	-0.153	0.120	-0.096	-0.352	-0.178	-0.003	-0.047
YJR026W	0.117	0.345	0.100	0.090	0.058	0.081	-0.322	0.160	-0.021	0.049	0.181	-0.031	-0.031	0.278	0.169	0.327
YJR030C	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.000	-0.013	-0.000	-0.000	0.210	-0.000	-0.000
YJR031C	0.024	0.446	-0.249	-0.065	-0.401	-0.214	-0.098	0.364	-0.434	-0.434	0.194	-0.239	-0.193	0.109	-0.053	0.106
YJR032W	1.121	-0.000	0.964	1.128	0.427	0.168	1.155	-0.000	2.404	0.475	-0.000	0.696	0.474	-0.000	0.717	0.939
YJR033C	0.500	0.700	0.131	0.116	0.032	0.106	0.074	0.235	0.029	0.047	-0.031	-0.101	-0.026	0.113	0.458	-0.043
YJR034W	0.641	-0.000	0.759	0.815	0.081	0.237	0.155	-0.000	0.696	0.857	-0.245	0.721	0.296	-0.083	0.329	0.423
YJR035W	-0.491	-0.218	-0.391	-0.382	-0.224	-0.211	-1.176	0.165	-0.802	-0.255	0.108	-0.652	-0.261	-0.078	-0.487	-0.449
YJR036C	0.082	0.504	-0.020	0.213	-0.271	0.049	-0.109	0.310	-0.114	-0.035	-0.081	-0.111	-0.141	-0.056	0.186	0.016
YJR037W	0.278	0.342	0.027	0.310	-0.009	-0.109	-0.111	0.346	-0.060	0.088	-0.088	0.017	0.090	-0.033	0.246	0.101
YJR038C	-0.212	-0.352	-0.123	-0.099	0.011	-0.144	0.027	0.074	-0.282	-0.149	-0.004	-0.269	-0.024	-0.270	0.089	0.053
YJR039W	0.016	0.599	-0.072	-0.053	0.231	0.264	0.005	0.493	-0.070	0.203	0.111	-0.183	-0.184	0.108	0.481	0.071
YJR040W	-0.075	0.403	-0.401	-0.293	-0.470	-0.464	0.288	0.295	-0.364	-0.132	-0.041	-0.252	-0.160	0.107	-0.403	-0.168
YJR043C	-3.125	-1.746	-0.954	-2.965	-4.121	-1.628	-3.727	-1.586	-1.636	-1.647	-1.132	-0.537	-0.569	-1.040	-1.580	-1.337
YJR044C	0.943	0.214	1.179	0.741	0.293	0.506	-0.046	0.579	0.679	0.246	-0.288	1.022	0.854	-0.327	0.573	0.504
YJR047C	0.351	0.153	0.237	0.435	0.121	0.038	-0.430	0.385	0.232	-0.293	-0.131	0.238	0.171	0.194	-0.321	0.580
YJR048W	-0.309	0.504	-0.555	-0.210	-0.420	-0.432	-0.021	0.452	-0.764	-0.244	0.189	-0.527	-0.399	0.067	0.083	-0.638
YJR049C	-0.107	-0.134	-0.184	-0.016	-0.255	-0.064	0.397	0.653	0.566	-0.159	-0.254	-1.269	-0.169	-0.007	0.038	0.215
YJR050W	0.597	1.053	0.365	0.501	0.176	0.157	0.508	0.785	0.419	0.235	0.323	0.129	0.266	0.263	0.322	0.597
YJR051W	0.556	0.363	0.387	0.634	0.342	0.440	-0.097	0.475	0.369	0.325	0.054	0.346	0.484	0.148	0.502	0.408
YJR052W	-0.642	-1.470	-0.355	-0.394	-0.574	-1.302	-0.203	0.527	-0.840	0.009	0.192	-0.265	-0.043	0.143	0.064	-3.898
YJR053W	0.179	0.529	0.010	0.349	0.076	0.150	0.027	0.225	-0.541	0.113	-0.115	0.078	-0.025	0.186	0.474	0.184
YJR054W	-0.614	-1.057	-0.379	-0.767	-0.599	-0.515	-0.616	-0.519	-1.124	-0.720	-0.395	0.088	-0.568	-0.076	0.124	-0.133
YJR055W	1.145	-0.000	0.846	1.359	0.108	0.022	0.545	-0.000	2.243	0.474	-0.000	0.763	0.476	-0.000	0.110	0.720
YJR056C	0.025	0.653	-0.126	0.205	0.258	0.422	0.124	0.375	-0.039	0.201	0.206	-0.264	-0.103	0.283	0.534	0.097
YJR058C	-0.098	0.048	-0.276	0.006	0.069	0.152	-0.066	0.164	-0.142	0.132	-0.097	-0.285	-0.140	0.087	0.260	-0.162
YJR059W	0.604	1.059	-0.075	0.057	0.291	0.196	0.032	0.589	-0.133	0.153	-0.456	0.000	0.010	0.085	0.729	-0.220
YJR060W	0.139	-0.614	0.044	-0.319	0.173	-0.499	-0.250	-0.671	0.371	-0.439	-0.421	0.451	0.157	-0.337	-0.099	-0.098
YJR061W	0.198	0.180	0.104	0.174	0.073	0.064	-0.216	-0.170	-0.107	-0.083	0.003	0.177	0.053	0.203	-0.244	0.148
YJR062C	0.022	0.279	-0.291	-0.164	0.434	0.143	-0.199	0.334	-0.234	0.154	-0.372	-0.073	0.059	0.090	0.167	0.094
YJR063W	0.920	-0.000	0.888	1.339	-0.013	-0.132	0.726	-0.000	2.287	0.288	-0.000	0.854	0.386	-0.000	-0.145	0.414
YJR066W	-0.125	0.409	-0.285	0.201	0.035	0.077	0.047	0.471	-0.245	0.265	0.212	-0.272	-0.396	0.194	0.255	0.092
YJR069C	0.466	0.257	0.596	0.563	-0.125	-0.289	-0.264	0.448	-0.013	0.067	-0.655	0.267	0.459	-0.524	0.349	-0.227
YJR070C	0.275	0.204	-0.267	-0.185	-0.005	-0.196	0.166	0.143	0.335	-0.287	-0.183	-0.106	-0.213	-0.862	0.317	0.173
YJR073C	-0.416	0.156	-0.275	-0.762	-0.168	-0.889	-0.338	0.459	-0.197	-0.236	-0.168	-0.075	-0.245	-0.245	-1.968	0.118
YJR074W	0.232	-0.000	0.570	-0.040	-0.444	-0.166	-0.338	-0.000	0.199	-0.326	-0.000	0.531	-0.009	-0.000	-0.353	0.149
YJR075W	-0.029	-0.190	-0.059	-0.625	0.288	-0.714	0.096	0.758	0.089	0.009	0.529	0.213	0.260	0.390	-0.032	-0.228
YJR077C	-0.122	0.429	-0.191	-0.284	0.249	-0.132	0.277	0.202	-0.406	0.303	-0.049	-0.096	0.028	-0.228	0.349	0.076
YJR078W	-0.048	0.446	-0.375	-0.287	0.150	-0.309	-0.165	0.646	-0.549	0.120	0.050	-0.300	0.041	-0.025	-0.076	-0.421
YJR079W	-0.482	0.172	-0.336	-0.473	0.171	0.141	0.871	0.599	-0.627	0.045	-0.439	-0.326	-0.454	-0.385	0.118	-0.220
YJR080C	-0.090	0.065	-0.107	-0.216	-0.326	-0.298	0.018	0.161	-0.371	-0.352	0.135	0.128	0.022	0.170	-0.152	-0.332
YJR082C	-0.152	0.663	-0.346	-0.016	-0.016	-0.204	-0.025	0.566	0.011	-0.433	0.103	0.236	-0.276	0.036	0.243	-0.775
YJR083C	-0.470	-0.197	-0.238	-0.550	-0.451	-0.968	0.036	0.405	-0.820	-0.294	-0.872	-0.424	-0.421	-1.344	-0.075	-0.968
YJR084W	-0.506	-0.229	-0.585	-0.368	-0.336	-0.283	-0.189	0.171	-0.611	-0.470	0.202	-0.511	-0.347	0.227	-0.268	0.595
YJR087W	-0.239	-0.090	-0.090	-0.325	0.379	0.057	-0.108	-0.205	-0.196	0.245	0.044	-0.207	-0.366	-0.180	0.033	-0.278
YJR088C	-0.396	0.082	-0.177	-0.772	0.034	0.072	-0.066	0.416	-0.335	0.060	-0.380	-0.096	-0.232	0.297	-0.264	0.622
YJR090C	0.840	-0.000	0.967	0.842	0.316	0.405	0.332	-0.000	1.125	0.914	-0.000	0.513	-0.014	-0.000	-0.089	-0.540
YJR091C	0.231	0.385	0.269	0.335	-0.066	-0.150	-0.023	0.104	0.176	-0.070	0.105	0.190	0.132	-0.022	0.251	-0.267
YJR092W	-0.178	0.481	-0.213	-0.274	0.169	-0.481	0.500	0.645	0.171	-0.347	-0.520	0.007	-0.430	0.451	-0.271	0.338
YJR094C	-0.244	0.450	-0.284	-0.308	-0.003	0.023	-0.166	0.369	-0.393	0.036	0.234	-0.590	-0.487	0.094	0.472	-0.007
YJR094W-A	0.286	0.596	-0.200	0.225	0.095	0.204	0.396	0.563	0.295	0.245	0.674	-0.214	-0.065	0.598	-0.056	0.136
YJR095W	0.139	-0.090	0.038	0.016	0.348	-0.050	-0.164	0.330	-0.271	0.432	0.018	0.033	0.199	0.197	0.312	-0.105
YJR096W	-0.105	0.267	-0.007	-0.059	0.052	-0.248	-0.189	0.367	-0.310	-0.014	-0.008	-0.043	-0.029	0.020	0.231	-0.112
YJR097W	0.192	0.252	0.001	-0.029	-0.046	-0.169	-0.135	0.517	-0.036	0.015	-0.270	-0.025	-0.121	-0.188	-0.181	-0.350
YJR098C	-0.008	0.367	-0.169	-0.041	0.240	-0.235	-0.114	0.512	-0.180	0.203	0.171	-0.120	-0.050	0.179	0.151	-0.222
YJR099W	-0.071	0.569	-0.076	0.079	0.195	0.092	0.141	0.516	-0.209	0.175	0.227	-0.357	-0.397	-0.672	0.383	-0.215
YJR100C	-0.032	0.442	-0.090	0.121	0.277	0.041	0.005	0.468	0.007	0.150	0.172	-0.229	-0.096	0.109	0.439	-0.210
YJR102C	0.085	-0.338	-0.432	-0.432	0.309	-0.128	0.617	0.985	-0.565	0.194	-0.972	0.025	0.153	-0.237	-1.412	-0.161
YJR103W	-0.134	0.362	-0.190	-0.172	-0.339	-0.321	-0.113	0.750	-0.333	-0.165	-0.024	-0.199	-0.161	0.343	-0.158	0.452
YJR104C	-1.616	-0.000	-1.076	-1.701	-0.339	-1.222	-0.484	-0.000	0.707	-0.063	-0.000	-0.745	-0.084	-0.000	-1.192	-0.981
YJR105W	0.414	-0.982	0.120	0.698	0.337	-0.207	0.091	-1.078	1.879	0.409	-0.000	0.163	0.315	-0.000	0.492	1.334
YJR106W	-0.249	0.227	-0.216	-0.263	0.196	0.071	-0.044	0.409	-0.309	0.320	0.223	-0.338	-0.328	0.110	0.488	-0.243
YJR107W	0.063	0.222	0.057	0.003	0.257	0.079	-0.265	0.378	0.030	0.402	0.107	-0.021	0.068	0.122	0.328	-0.291
YJR108W	0.072	0.252	0.004	0.160	0.115	-0.220	0.053	0.569	0.021	-0.253	0.042	0.073	0.046	0.230	-0.130	0.123
YJR109C	-0.136	0.612	-0.312	-0.192	0.222	0.073	-0.102	0.593	-0.347	0.347	0.346	-0.383	-0.353	0.120	0.428	-0.004
YJR110W	0.262	0.086	0.149	0.209	0.399	-0.006	-0.591	0.607	0.297	0.005	0.152	0.721	0.284	0.169	0.415	0.502
YJR111C	-0.214	-0.664	-0.357	-0.146	-0.606	-0.893	-0.817	0.022	-0.300	-1.131	-0.370	0.430	0.337	-0.271	-0.856	-0.002
YJR113C	0.629	-0.000	0.613	0.623	0.481	0.502	-0.419	-0.000	0.092	0.772	-0.000	0.466	0.430	-0.000	0.817	0.526
YJR115W	0.249	0.698	0.207	0.259	0.273	0.321	-0.595	0.707	0.208	0.327	0.475	0.211	0.279	0.414	0.450	0.534
YJR116W	0.268	0.315	0.205	0.176	0.387	0.279	-0.454	0.248	-0.144	0.499	0.160	0.128	0.222	0.144	0.415	0.448
YJR117W	0.011	-0.034	0.077	-0.051	0.385	0.374	-0.133	0.218	0.128	0.476	0.345	-0.054	-0.029	0.270	0.487	0.113
YJR118C	0.847	-0.000	1.127	0.623	0.295	0.477	0.211	-0.000	0.946	1.253	-0.000	1.963	0.937	-0.000	2.044	1.356
YJR119C	-0.270	0.456	-0.119	-0.018	0.242	0.242	-0.158	0.418	-0.179	0.207	0.348	-0.371	-0.364	0.069	0.445	0.000
YJR120W	-0.122	-0.910	-0.057	-0.093	0.256	0.083	-0.199	-0.261	-0.143	0.205	0.286	-0.192	-0.083	0.044	0.358	-0.173
YJR121W	0.089	-0.000	0.034	0.055	0.405	-0.203	-0.061	-0.000	-0.019	0.391	-0.000	-0.040	0.076	-0.000	-0.138	-0.086
YJR122W	0.023	-0.146	0.045	0.560	0.342	0.364	0.241	-0.207	-0.543	0.703	0.520	-0.416	0.189	-0.334	0.657	0.278
YJR124C	0.584	-0.188	0.826	0.528	0.214	0.405	-0.273	0.082	0.411	-0.022	-0.153	0.628	0.768	0.057	0.271	0.523
YJR125C	-0.295	-0.217	-0.253	-0.317	0.355	0.168	-0.002	-0.058	-0.530	0.210	0.067	-0.147	-0.231	-0.118	0.222	0.506
YJR126C	0.012	0.634	-0.201	-0.165	0.123	0.146	0.100	0.318	-0.389	0.099	0.272	-0.370	-0.349	0.141	0.229	-0.021
YJR127C	-0.137	0.445	-0.222	-0.161	0.144	0.167	-0.045	0.704	-0.398	0.112	0.319	-0.464	-0.521	0.271	0.403	-0.017
YJR128W	-0.029	0.087	-0.017	-0.061	0.042	0.210	-0.100	0.086	-0.060	-0.422	-0.062	0.099	0.011	0.209	-0.087	0.041
YJR129C	-0.241	-0.550	-0.072	-0.427	-0.294	-0.011	-0.845	-0.528	-0.865	-0.208	-0.577	-0.157	-0.063	-0.097	-0.184	-0.358
YJR130C	0.212	-0.381	0.301	0.158	0.102	-0.036	-0.130	-0.567	0.192	-0.296	-0.044	0.344	0.497	0.269	0.091	-0.487
YJR131W	-0.258	0.092	-0.240	-0.162	-0.152	-0.309	-0.134	0.069	-0.580	-0.361	0.059	-0.436	-0.291	0.000	-0.183	-0.864
YJR133W	-0.048	0.084	-0.042	0.063	0.302	0.334	-0.049	0.123	-0.103	0.325	0.170	-0.224	-0.129	0.032	0.417	-0.258
YJR134C	-0.123	0.106	-0.221	-0.054	-0.112	-0.019	0.072	0.301	-0.420	-0.172	0.282	-0.249	-0.043	0.168	-0.076	-0.169
YJR135C	-0.163	-0.058	0.229	-0.544	-0.096	-0.657	-0.000	-0.751	-0.384	-0.550	-0.306	-0.197	0.178	0.597	0.164	0.123
YJR137C	-0.021	0.441	-0.287	-0.005	-0.214	-0.355	-0.019	0.153	-0.197	-0.553	0.338	0.182	-0.132	0.036	0.029	-0.048
YJR139C	-0.944	0.706	-0.243	-0.104	0.014	0.188	-0.073	-0.455	-0.022	0.188	0.180	-0.490	-0.229	-0.252	0.486	0.258
